title,brand,model,c_months,km_year,fuel_type,color,gearbox,doors,seats,warranty,maintenance,tires,status,chassis,power,co2_emiss,height,length,width,trunk_vol,max_speed,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acc,price
TOYOTA Yaris,TOYOTA,YARIS,60,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,295
TOYOTA Yaris,TOYOTA,YARIS,48,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,291
TOYOTA Yaris,TOYOTA,YARIS,36,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,303
TOYOTA Yaris,TOYOTA,YARIS,60,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,276
TOYOTA Yaris,TOYOTA,YARIS,48,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,276
TOYOTA Yaris,TOYOTA,YARIS,36,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,293
TOYOTA Yaris,TOYOTA,YARIS,60,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,267
TOYOTA Yaris,TOYOTA,YARIS,48,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,255
TOYOTA Yaris,TOYOTA,YARIS,36,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,269
VOLKSWAGEN T-Roc,VOLKSWAGEN,T-ROC,48,20000,Gasoline,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,157.3,423.4,181.9,445,205,6.6,4.7,5.3,1330,50,8.0,374
VOLKSWAGEN T-Roc,VOLKSWAGEN,T-ROC,60,20000,Gasoline,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,157.3,423.4,181.9,445,205,6.6,4.7,5.3,1330,50,8.0,383
VOLKSWAGEN T-Roc,VOLKSWAGEN,T-ROC,36,20000,Gasoline,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,157.3,423.4,181.9,445,205,6.6,4.7,5.3,1330,50,8.0,379
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,36,40000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,300
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,24,60000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,429
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,24,55000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,394
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,24,50000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,374
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,24,45000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,335
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,24,40000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,324
VOLKSWAGEN Polo,VOLKSWAGEN,POLO,24,25000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Sedan,95,104,146.1,405.3,175.1,355,187,5.5,4.0,4.6,1145,40,10.0,293
TOYOTA Yaris,TOYOTA,YARIS,60,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,317
TOYOTA Yaris,TOYOTA,YARIS,48,50000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,355
TOYOTA Yaris,TOYOTA,YARIS,48,45000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,340
TOYOTA Yaris,TOYOTA,YARIS,48,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,325
TOYOTA Yaris,TOYOTA,YARIS,36,60000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,424
TOYOTA Yaris,TOYOTA,YARIS,36,55000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,398
TOYOTA Yaris,TOYOTA,YARIS,36,50000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,376
TOYOTA Yaris,TOYOTA,YARIS,36,45000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,343
TOYOTA Yaris,TOYOTA,YARIS,36,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,335
TOYOTA Yaris,TOYOTA,YARIS,24,60000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,488
TOYOTA Yaris,TOYOTA,YARIS,24,55000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,449
TOYOTA Yaris,TOYOTA,YARIS,24,50000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,425
TOYOTA Yaris,TOYOTA,YARIS,24,45000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Sedan,116,64,150.0,394.0,174.5,270,175,0.0,0.0,2.8,1065,36,10.0,380
TOYOTA RAV-4,TOYOTA,RAV-4,60,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,512
TOYOTA RAV-4,TOYOTA,RAV-4,60,35000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,504
TOYOTA RAV-4,TOYOTA,RAV-4,60,30000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,486
TOYOTA RAV-4,TOYOTA,RAV-4,60,25000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,470
TOYOTA RAV-4,TOYOTA,RAV-4,60,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,452
TOYOTA RAV-4,TOYOTA,RAV-4,60,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,431
TOYOTA RAV-4,TOYOTA,RAV-4,60,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,425
TOYOTA RAV-4,TOYOTA,RAV-4,48,50000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,577
TOYOTA RAV-4,TOYOTA,RAV-4,48,45000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,555
TOYOTA RAV-4,TOYOTA,RAV-4,48,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,532
TOYOTA RAV-4,TOYOTA,RAV-4,48,35000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,510
TOYOTA RAV-4,TOYOTA,RAV-4,48,30000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,495
TOYOTA RAV-4,TOYOTA,RAV-4,48,25000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,473
TOYOTA RAV-4,TOYOTA,RAV-4,48,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,453
TOYOTA RAV-4,TOYOTA,RAV-4,48,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,434
TOYOTA RAV-4,TOYOTA,RAV-4,48,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,No incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,418
TOYOTA RAV-4,TOYOTA,RAV-4,36,60000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,712
TOYOTA RAV-4,TOYOTA,RAV-4,36,55000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,669
TOYOTA RAV-4,TOYOTA,RAV-4,36,50000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,631
TOYOTA RAV-4,TOYOTA,RAV-4,36,45000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,572
TOYOTA RAV-4,TOYOTA,RAV-4,36,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,561
TOYOTA RAV-4,TOYOTA,RAV-4,36,35000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,533
TOYOTA RAV-4,TOYOTA,RAV-4,36,30000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,511
TOYOTA RAV-4,TOYOTA,RAV-4,36,25000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,488
TOYOTA RAV-4,TOYOTA,RAV-4,36,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,478
TOYOTA RAV-4,TOYOTA,RAV-4,36,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,No incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,454
TOYOTA RAV-4,TOYOTA,RAV-4,36,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,No incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,445
TOYOTA RAV-4,TOYOTA,RAV-4,24,60000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,847
TOYOTA RAV-4,TOYOTA,RAV-4,24,55000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,782
TOYOTA RAV-4,TOYOTA,RAV-4,24,50000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,742
TOYOTA RAV-4,TOYOTA,RAV-4,24,45000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,658
TOYOTA RAV-4,TOYOTA,RAV-4,24,40000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,640
TOYOTA RAV-4,TOYOTA,RAV-4,24,35000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,615
TOYOTA RAV-4,TOYOTA,RAV-4,24,30000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,604
TOYOTA RAV-4,TOYOTA,RAV-4,24,25000,Hybrid,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,585
TOYOTA RAV-4,TOYOTA,RAV-4,24,20000,Hybrid,OTHER,Automatic,5,5,Included,Included,No incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,561
TOYOTA RAV-4,TOYOTA,RAV-4,24,15000,Hybrid,OTHER,Automatic,5,5,Included,Included,No incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,551
TOYOTA RAV-4,TOYOTA,RAV-4,24,10000,Hybrid,OTHER,Automatic,5,5,Included,Included,No incluido,New,Offroad,218,105,168.5,460.0,185.5,580,180,4.7,4.7,4.6,1645,0,8.0,541
RENAULT Clio,RENAULT,CLIO,60,15000,Diesel,WHITE,Manual,5,5,Included,Included,Incluido,New,Sedan,85,94,144.0,405.0,179.8,315,178,4.3,3.2,3.6,1189,39,14.0,238
PEUGEOT 3008,PEUGEOT,3008,60,40000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,429
PEUGEOT 3008,PEUGEOT,3008,60,35000,Diesel,BLACK,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,416
PEUGEOT 3008,PEUGEOT,3008,60,30000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,402
PEUGEOT 3008,PEUGEOT,3008,60,25000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,385
PEUGEOT 3008,PEUGEOT,3008,60,20000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,370
PEUGEOT 3008,PEUGEOT,3008,60,15000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,355
PEUGEOT 3008,PEUGEOT,3008,60,10000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,349
PEUGEOT 3008,PEUGEOT,3008,48,50000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,475
PEUGEOT 3008,PEUGEOT,3008,48,45000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,448
PEUGEOT 3008,PEUGEOT,3008,48,40000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,430
PEUGEOT 3008,PEUGEOT,3008,48,35000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,407
PEUGEOT 3008,PEUGEOT,3008,48,30000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,390
PEUGEOT 3008,PEUGEOT,3008,48,25000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,376
PEUGEOT 3008,PEUGEOT,3008,48,20000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,362
PEUGEOT 3008,PEUGEOT,3008,48,15000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,333
PEUGEOT 3008,PEUGEOT,3008,48,10000,Diesel,OTHER,Manual,5,5,Included,Included,No incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,317
PEUGEOT 3008,PEUGEOT,3008,36,60000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,562
PEUGEOT 3008,PEUGEOT,3008,36,55000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,527
PEUGEOT 3008,PEUGEOT,3008,36,50000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,493
PEUGEOT 3008,PEUGEOT,3008,36,45000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,438
PEUGEOT 3008,PEUGEOT,3008,36,40000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,423
PEUGEOT 3008,PEUGEOT,3008,36,35000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,406
PEUGEOT 3008,PEUGEOT,3008,36,30000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,382
PEUGEOT 3008,PEUGEOT,3008,36,25000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,366
PEUGEOT 3008,PEUGEOT,3008,36,20000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,357
PEUGEOT 3008,PEUGEOT,3008,36,15000,Diesel,OTHER,Manual,5,5,Included,Included,No incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,341
PEUGEOT 3008,PEUGEOT,3008,36,10000,Diesel,OTHER,Manual,5,5,Included,Included,No incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,333
PEUGEOT 3008,PEUGEOT,3008,24,60000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,616
PEUGEOT 3008,PEUGEOT,3008,24,55000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,569
PEUGEOT 3008,PEUGEOT,3008,24,50000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,534
PEUGEOT 3008,PEUGEOT,3008,24,45000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,453
PEUGEOT 3008,PEUGEOT,3008,24,40000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,442
PEUGEOT 3008,PEUGEOT,3008,24,35000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,413
PEUGEOT 3008,PEUGEOT,3008,24,30000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,403
PEUGEOT 3008,PEUGEOT,3008,24,25000,Diesel,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,394
PEUGEOT 3008,PEUGEOT,3008,24,20000,Diesel,OTHER,Manual,5,5,Included,Included,No incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,373
PEUGEOT 3008,PEUGEOT,3008,24,15000,Diesel,OTHER,Manual,5,5,Included,Included,No incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,365
PEUGEOT 3008,PEUGEOT,3008,24,10000,Diesel,OTHER,Manual,5,5,Included,Included,No incluido,New,Offroad,130,104,162.3,444.7,184.1,520,192,4.7,3.9,4.2,1417,53,10.0,356
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,40000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,585
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,35000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,569
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,30000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,548
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,25000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,526
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,20000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,508
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,15000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,483
MERCEDES Clase GLA,MERCEDES,CLASE GLA,60,10000,Diesel,OTHER,Automatic,5,5,Included,Included,Incluido,New,Offroad,150,121,161.1,441.0,183.4,425,208,5.9,3.2,4.6,1615,43,8.0,475
CITROEN Jumpy,CITROEN,JUMPY,60,15000,Diesel,WHITE,Manual,4,2,Included,Included,Incluido,New,Van,100,130,189.5,495.9,192.0,0,145,5.4,4.7,4.9,1748,69,15.0,369
CITROEN Jumpy,CITROEN,JUMPY,48,15000,Diesel,WHITE,Manual,4,2,Included,Included,Incluido,New,Van,100,130,189.5,495.9,192.0,0,145,5.4,4.7,4.9,1748,69,15.0,374
CITROEN Jumpy,CITROEN,JUMPY,36,15000,Diesel,WHITE,Manual,4,2,Included,Included,Incluido,New,Van,100,130,189.5,495.9,192.0,0,145,5.4,4.7,4.9,1748,69,15.0,393
CITROEN Jumpy,CITROEN,JUMPY,60,10000,Diesel,WHITE,Manual,4,2,Included,Included,Incluido,New,Van,100,130,189.5,495.9,192.0,0,145,5.4,4.7,4.9,1748,69,15.0,364
CITROEN Jumpy,CITROEN,JUMPY,48,10000,Diesel,WHITE,Manual,4,2,Included,Included,Incluido,New,Van,100,130,189.5,495.9,192.0,0,145,5.4,4.7,4.9,1748,69,15.0,351
CITROEN Jumpy,CITROEN,JUMPY,36,10000,Diesel,WHITE,Manual,4,2,Included,Included,Incluido,New,Van,100,130,189.5,495.9,192.0,0,145,5.4,4.7,4.9,1748,69,15.0,366
FORD EcoSport,FORD,ECOSPORT,60,20000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,100,116,165.0,409.6,176.5,355,170,6.4,5.0,5.5,1280,52,11.0,287
FORD EcoSport,FORD,ECOSPORT,48,20000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,100,116,165.0,409.6,176.5,355,170,6.4,5.0,5.5,1280,52,11.0,277
FORD EcoSport,FORD,ECOSPORT,36,20000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,100,116,165.0,409.6,176.5,355,170,6.4,5.0,5.5,1280,52,11.0,284
FORD EcoSport,FORD,ECOSPORT,60,15000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,100,116,165.0,409.6,176.5,355,170,6.4,5.0,5.5,1280,52,11.0,269
FORD EcoSport,FORD,ECOSPORT,48,15000,Gasoline,OTHER,Manual,5,5,Included,Included,Incluido,New,Offroad,100,116,165.0,409.6,176.5,355,170,6.4,5.0,5.5,1280,52,11.0,266
