title,price,year,kms,city,gear,doors,seats,power,color,co2_emiss,fuel_type,warranty,dealer,chassis,height,length,width,trunk_vol,max_speed,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
Seat Exeo St 2.0tdi Cr Style Ecomotive,4.950€,2013,208.000 km,120 cv en Girona,Manual,5 puertas,5,120 cv,Negro,119 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,467 cm,177 cm,442 l,197 km/h,"5,6 l","3,9 l","4,5 l",1.565 kg,70 l,"10,9 s"
Renault Clio Sport Tourer Tce Energy Limited 66kw,6.890€,2017,82.592 km,"90 cv en Palmas, Las",Manual,5 puertas,5,90 cv,Blanco,116 gr/m,Gasolina,SÍ,Profesional,Stationwagon,145 cm,427 cm,173 cm,443 l,182 km/h,"5,6 l","3,9 l","4,5 l",1.055 kg,45 l,"12,2 s"
Mini Mini Clubman Cooper D,15.990€,2017,50.000 km,"150 cv en Palmas, Las",Manual,5 puertas,5,150 cv,Rojo,109 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,425 cm,180 cm,360 l,212 km/h,"4,8 l","3,7 l","4,1 l",1.320 kg,48 l,"8,6 s"
Mercedes Clase C C Estate 220d,19.475€,2016,59.128 km,170 cv en Sevilla,Manual,5 puertas,5,170 cv,Azul,108 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,470 cm,181 cm,470 l,230 km/h,"5,2 l","3,7 l","4,3 l",1.595 kg,66 l,"7,9 s"
Bmw Serie 3 328i Touring (4.75),20.990€,2013,99.000 km,245 cv en Madrid,Manual,5 puertas,5,245 cv,Azul,159 gr/m,Gasolina,SÍ,Profesional,Stationwagon,143 cm,462 cm,181 cm,495 l,250 km/h,"9,2 l","5,5 l","6,8 l",1.500 kg,60 l,"6,0 s"
Skoda Fabia Combi 1.0 Tsi Ambition 70kw,8.290€,2017,36.000 km,"95 cv en Palmas, Las",Manual,5 puertas,5,95 cv,Blanco,101 gr/m,Gasolina,SÍ,Profesional,Stationwagon,149 cm,426 cm,173 cm,530 l,175 km/h,"5,1 l","3,8 l","4,3 l",1.079 kg,45 l,"14,9 s"
Renault Mégane S.t. 1.5dci Business 110,5.900€,2013,192.000 km,110 cv en Sevilla,Manual,5 puertas,5,110 cv,Negro,114 gr/m,Diesel,SÍ,Profesional,Stationwagon,151 cm,456 cm,180 cm,524 l,190 km/h,"5,1 l","4,0 l","4,4 l",1.302 kg,60 l,"11,1 s"
Opel Astra St 1.6cdti Business + 110,9.400€,07/2017,59.050 km,110 cv en Asturias,Manual,5 puertas,5,110 cv,Blanco alpino (brillante),99 gr/m,Diesel,SÍ,Profesional,Stationwagon,150 cm,470 cm,181 cm,540 l,195 km/h,"4,2 l","3,3 l","3,6 l",1.273 kg,48 l,"11,4 s"
Volkswagen Passat Variant 2.0tdi Advance 110kw,13.900€,2016,124.000 km,150 cv en Navarra,Manual,5 puertas,5,150 cv,Negro,114 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,477 cm,183 cm,650 l,218 km/h,"4,8 l","3,7 l","4,3 l",1.505 kg,66 l,"8,9 s"
Ford Mondeo Sb 2.0tdci Titanium 150,15.100€,2017,53.736 km,150 cv en Madrid,Manual,5 puertas,5,150 cv,Negro,112 gr/m,Diesel,SÍ,Profesional,Stationwagon,150 cm,487 cm,185 cm,525 l,210 km/h,"5,1 l","4,1 l","4,5 l",1.597 kg,63 l,"9,4 s"
Volkswagen Passat Variant 1.6tdi Advance 88kw,11.900€,2017,131.000 km,120 cv en Almeria,Manual,5 puertas,5,120 cv,Gris,107 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,477 cm,183 cm,650 l,204 km/h,"4,7 l","3,7 l","4,1 l",1.485 kg,66 l,"11,0 s"
Volkswagen Golf Variant 1.6tdi Cr Bmt Business 105,9.200€,06/2015,125.000 km,105 cv en Valladolid,Manual,5 puertas,5,105 cv,Azul,102 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,456 cm,180 cm,605 l,193 km/h,"4,9 l","3,3 l","3,9 l",1.395 kg,50 l,"11,2 s"
Opel Insignia St 1.6cdti S&s Selective Ecotec 136,13.490€,06/2017,99.905 km,136 cv en Madrid,Manual,5 puertas,5,136 cv,Plata,119 gr/m,Diesel,SÍ,Profesional,Stationwagon,150 cm,499 cm,186 cm,560 l,212 km/h,"5,3 l","4,1 l","4,5 l",1.487 kg,62 l,"10,7 s"
Audi A4 Rs 4 Avant 4.2 Tfsi Quattro S-tronic,39.990€,2013,110.000 km,450 cv en Pontevedra,Automática secuencial,5 puertas,5,450 cv,Negro,249 gr/m,Gasolina,SÍ,Profesional,Stationwagon,142 cm,472 cm,185 cm,490 l,250 km/h,"14,6 l","8,5 l","10,7 l",1.870 kg,61 l,"4,7 s"
Toyota Avensis Cs 120d Advance,9.990€,2015,128.000 km,124 cv en Sevilla,Manual,5 puertas,5,124 cv,Blanco,119 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,478 cm,181 cm,543 l,200 km/h,"5,6 l","3,9 l","4,5 l",1.520 kg,60 l,"10,1 s"
Honda Civic Tourer 1.6 I-dtec Executive,13.900€,09/2015,76.000 km,120 cv en Barcelona,Manual,5 puertas,5,120 cv,Blanco,103 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,459 cm,177 cm,624 l,195 km/h,"4,3 l","3,7 l","3,9 l",1.342 kg,50 l,"10,5 s"
Audi A4 Avant 2.0tdi Black Line Edition S-t 110kw,24.800€,2016,75.000 km,150 cv en Asturias,Manual,5 puertas,5,150 cv,Negro,121 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,473 cm,184 cm,505 l,215 km/h,"5,7 l","3,1 l","4,6 l",1.550 kg,40 l,"9,2 s"
Peugeot 308 Sw 1.6 Bluehdi Active 100,9.350€,2016,109.727 km,100 cv en Valencia,Manual,5 puertas,5,100 cv,Gris,94 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,459 cm,180 cm,610 l,184 km/h,"4,3 l","3,2 l","3,6 l",1.275 kg,53 l,"11,8 s"
Peugeot 407 Sw 1.6hdi Confort,2.900€,2007,192.957 km,110 cv en Almeria,Manual,5 puertas,5,110 cv,Negro,140 gr/m,Diesel,SÍ,Profesional,Stationwagon,149 cm,476 cm,181 cm,455 l,189 km/h,"7,2 l","4,7 l","5,6 l",1.501 kg,66 l,"13,7 s"
Mercedes Clase C C Estate 220d 7g Plus,25.900€,09/2016,79.500 km,170 cv en Barcelona,Automática secuencial,5 puertas,5,170 cv,Gris,114 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,470 cm,181 cm,470 l,229 km/h,"5,3 l","3,8 l","4,4 l",1.615 kg,66 l,"7,6 s"
Bmw Serie 5 520da Touring,19.250€,2016,112.084 km,190 cv en Alicante,Automática secuencial,5 puertas,5,190 cv,Negro,118 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,491 cm,186 cm,560 l,226 km/h,"5,2 l","4,1 l","4,5 l",1.735 kg,70 l,"8,0 s"
Toyota Auris Touring Sports 90d Active,12.300€,2017,108.000 km,90 cv en Cadiz,Manual,5 puertas,5,90 cv,Blanco,107 gr/m,Diesel,SÍ,Profesional,Stationwagon,149 cm,460 cm,176 cm,530 l,175 km/h,"4,8 l","3,7 l","4,1 l",1.200 kg,50 l,"13,0 s"
Audi A6 Avant 2.0tdi Advanced Ed.s-t 140kw(4.75),21.990€,2017,163.000 km,190 cv en Madrid,Automática secuencial,5 puertas,5,190 cv,Negro,122 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,494 cm,187 cm,565 l,226 km/h,"5,3 l","4,1 l","4,7 l",1.800 kg,73 l,"8,5 s"
Audi A4 Avant 2.0tdi Design Edition 110kw,17.599€,2016,136.000 km,150 cv en Madrid,Manual,5 puertas,5,150 cv,Gris,111 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,473 cm,184 cm,505 l,215 km/h,"4,8 l","3,6 l","4,0 l",1.550 kg,40 l,"9,2 s"
Opel Insignia St 2.0cdti Excellence Aut. 170,13.500€,03/2018,110.674 km,170 cv en Almeria,Automática secuencial,5 puertas,5,170 cv,Blanco alpino (sólido),149 gr/m,Diesel,SÍ,Profesional,Stationwagon,152 cm,491 cm,186 cm,540 l,220 km/h,"7,8 l","4,4 l","5,7 l",1.623 kg,70 l,"9,4 s"
Opel Astra St 1.6cdti Dynamic 110,6.990€,2016,183.800 km,110 cv en Pontevedra,Manual,5 puertas,5,110 cv,Blanco,112 gr/m,Diesel,SÍ,Profesional,Stationwagon,150 cm,470 cm,181 cm,540 l,195 km/h,"4,2 l","3,3 l","3,6 l",1.273 kg,48 l,"11,4 s"
Mini Mini Clubman One D,15.400€,01/2017,48.900 km,116 cv en Asturias,Manual,5 puertas,5,116 cv,Bronce,99 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,425 cm,180 cm,360 l,192 km/h,"4,4 l","3,4 l","3,8 l",1.395 kg,48 l,"10,4 s"
Volkswagen Passat Variant 2.0tdi Advance 110kw,14.700€,06/2015,124.288 km,150 cv en Asturias,Manual,5 puertas,5,150 cv,Negro profundo (efecto perla),114 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,477 cm,183 cm,650 l,218 km/h,"4,8 l","3,7 l","4,3 l",1.505 kg,66 l,"8,9 s"
Seat León St 1.6tdi Cr S&s Style 110,10.500€,2016,136.000 km,110 cv en Salamanca,Manual,5 puertas,5,110 cv,Gris,105 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,454 cm,182 cm,587 l,194 km/h,"4,7 l","3,8 l","4,1 l",1.305 kg,50 l,"10,9 s"
Audi A4 Avant 2.0tdi S Line Ed. Quattro S-t 140kw,27.990€,2017,82.000 km,190 cv en Asturias,Automática secuencial,5 puertas,5,190 cv,Negro,120 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,473 cm,184 cm,480 l,230 km/h,"5,8 l","3,1 l","4,5 l",1.605 kg,40 l,"7,4 s"
Renault Clio Sport Tourer 1.2 Limited 55kw,9.800€,2018,14.000 km,75 cv en Madrid,Manual,5 puertas,5,75 cv,Rojo,127 gr/m,Gasolina,SÍ,Profesional,Stationwagon,145 cm,427 cm,173 cm,443 l,167 km/h,"7,0 l","4,7 l","5,6 l",980 kg,45 l,"14,5 s"
Mercedes Clase Cla Cla Shooting Brake 200d,22.600€,05/2016,106.376 km,136 cv en Barcelona,Manual,5 puertas,5,136 cv,Blanco,111 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,464 cm,178 cm,495 l,215 km/h,"5,4 l","3,6 l","4,3 l",1.530 kg,50 l,"9,7 s"
Skoda Octavia Combi 1.6tdi Cr Ambition 110,9.600€,2015,145.000 km,110 cv en Navarra,Manual,5 puertas,5,110 cv,,99 gr/m,Diesel,SÍ,Profesional,Stationwagon,147 cm,466 cm,181 cm,610 l,194 km/h,"4,4 l","3,4 l","3,8 l",1.327 kg,50 l,"10,8 s"
Mazda Mazda6 Wagon 2.0 Style+ (navi),15.995€,2016,59.500 km,145 cv en Madrid,Manual,5 puertas,5,145 cv,Gris,131 gr/m,Gasolina,SÍ,Profesional,Stationwagon,148 cm,480 cm,184 cm,522 l,206 km/h,"7,2 l","4,7 l","5,6 l",1.315 kg,62 l,"9,6 s"
Bmw Serie 3 325i Touring Aut.,6.900€,2006,170.109 km,218 cv en Castellon,Automática secuencial,5 puertas,5,218 cv,Gris,222 gr/m,Gasolina,SÍ,Profesional,Stationwagon,142 cm,452 cm,182 cm,460 l,240 km/h,"13,2 l","6,9 l","9,2 l",1.575 kg,63 l,"7,9 s"
Bmw Serie 5 520d Touring,9.950€,2010,248.000 km,184 cv en Barcelona,Manual,5 puertas,5,184 cv,Negro,130 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,491 cm,186 cm,560 l,222 km/h,"6,2 l","4,5 l","5,1 l",1.710 kg,70 l,"8,3 s"
Seat León St 1.6tdi Cr S&s Style 110,11.950€,01/2017,77.900 km,110 cv en Barcelona,Manual,5 puertas,5,110 cv,Plateado,105 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,454 cm,182 cm,587 l,194 km/h,"4,7 l","3,8 l","4,1 l",1.305 kg,50 l,"10,9 s"
Audi A4 Avant 2.0tdi Dpf 136,14.990€,2012,185.000 km,136 cv en Asturias,Manual,5 puertas,5,136 cv,Gris,116 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,470 cm,183 cm,490 l,208 km/h,"5,3 l","3,9 l","4,4 l",1.610 kg,63 l,"9,6 s"
Renault Clio Grand Tour 1.5dci Dynamique 90 Eco2,4.900€,2011,182.300 km,90 cv en Valencia,Manual,5 puertas,5,90 cv,Gris,105 gr/m,Diesel,SÍ,Profesional,Stationwagon,151 cm,423 cm,172 cm,439 l,0 km/h,"4,9 l","3,5 l","4,0 l",1.195 kg,55 l,"0,0 s"
Fiat Tipo Sw 1.6 Multijet Ii Lounge,11.990€,07/2018,29.948 km,120 cv en Madrid,Manual,5 puertas,5,120 cv,Blanco,98 gr/m,Diesel,SÍ,Profesional,Stationwagon,151 cm,457 cm,179 cm,550 l,200 km/h,"4,4 l","3,3 l","3,7 l",1.320 kg,50 l,"10,1 s"
Renault Mégane S.t. 1.2 Tce Energy Tech Road 74kw,11.990€,2018,14.400 km,"100 cv en Palmas, Las",Manual,5 puertas,5,100 cv,Azul,120 gr/m,Gasolina,SÍ,Profesional,Stationwagon,145 cm,463 cm,181 cm,521 l,179 km/h,"6,7 l","4,6 l","5,4 l",1.291 kg,47 l,"12,6 s"
Audi A4 Avant 2.0tdi,6.500€,2007,195.000 km,140 cv en Almeria,Manual,5 puertas,5,140 cv,Negro,151 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,459 cm,177 cm,442 l,207 km/h,"7,9 l","4,6 l","5,8 l",1.490 kg,70 l,"9,9 s"
Renault Talisman S.t. 1.6dci Energy Intens Edc 96kw,18.900€,2017,17.000 km,130 cv en Illes Balears,Automática secuencial,5 puertas,5,130 cv,Gris,115 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,485 cm,187 cm,572 l,200 km/h,"5,0 l","4,0 l","4,4 l",1.611 kg,52 l,"11,2 s"
Bmw Serie 5 540ia Touring Xdrive,54.900€,2018,46.000 km,340 cv en Asturias,Automática secuencial,5 puertas,5,340 cv,Negro,166 gr/m,Gasolina,SÍ,Profesional,Stationwagon,150 cm,494 cm,187 cm,570 l,250 km/h,"9,1 l","6,3 l","7,3 l",1.770 kg,68 l,"4,9 s"
Opel Astra St 1.6cdti S-s Business 110,10.900€,2016,103.700 km,110 cv en Zamora,Manual,5 puertas,5,110 cv,Gris,109 gr/m,Diesel,SÍ,Profesional,Stationwagon,154 cm,470 cm,181 cm,500 l,184 km/h,"3,9 l","3,5 l","3,7 l",1.503 kg,56 l,"11,6 s"
Volkswagen Passat Variant 1.6tdi Edition 88kw,13.900€,09/2016,94.000 km,120 cv en Huelva,Manual,5 puertas,5,120 cv,Plateado,107 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,477 cm,183 cm,650 l,204 km/h,"4,7 l","3,7 l","4,1 l",1.485 kg,59 l,"11,0 s"
Peugeot 308 Sw 1.6 Bluehdi Style 120,11.989€,2017,31.227 km,"120 cv en Coruña, A",Automática,5 puertas,5,120 cv,Azul,96 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,459 cm,180 cm,610 l,194 km/h,"4,4 l","3,2 l","3,7 l",1.370 kg,53 l,"10,1 s"
Audi A4 Avant 2.0tdi 110kw,18.500€,2016,72.000 km,150 cv en Pontevedra,Manual,5 puertas,5,150 cv,Blanco,104 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,473 cm,184 cm,505 l,215 km/h,"4,8 l","3,6 l","4,0 l",1.550 kg,40 l,"9,2 s"
Alfa Romeo 159 Sportwagon 1.9jtd Selective 150,5.700€,2007,153.000 km,150 cv en Madrid,Automática,5 puertas,5,150 cv,Azul,162 gr/m,Diesel,SÍ,Profesional,Stationwagon,142 cm,466 cm,183 cm,445 l,208 km/h,"8,3 l","4,8 l","6,1 l",1.585 kg,70 l,"9,6 s"
Bmw Serie 3 320i Touring,9.990€,2007,184.000 km,150 cv,Manual,5 puertas,5,150 cv,Blanco,182 gr/m,Gasolina,SÍ,Profesional,Stationwagon,142 cm,452 cm,182 cm,460 l,218 km/h,"10,8 l","5,7 l","7,6 l",1.505 kg,63 l,"9,4 s"
Volkswagen Golf Variant 1.6 Tdi Cr Advance,7.900€,10/2010,219.625 km,105 cv en Malaga,Manual,5 puertas,5,105 cv,Beige,119 gr/m,Diesel,SÍ,Profesional,Stationwagon,150 cm,453 cm,178 cm,505 l,190 km/h,"5,7 l","3,9 l","4,5 l",1.370 kg,55 l,"11,9 s"
Mini Mini Clubman Cooper D,12.400€,2020,140.000 km,150 cv en Avila,Manual,5 puertas,5,150 cv,Negro,113 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,427 cm,180 cm,360 l,212 km/h,"5,0 l","3,9 l","4,3 l",1.425 kg,48 l,"8,6 s"
Bmw Serie 3 318d Touring (4.75),19.500€,2015,85.500 km,150 cv en Sevilla,Manual,5 puertas,5,150 cv,Blanco,122 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,463 cm,181 cm,495 l,210 km/h,"5,3 l","4,2 l","4,6 l",1.540 kg,60 l,"9,0 s"
Toyota Corolla Touring Sports 125h Active Tech,22.340€,2020,NUEVO,122 cv en Madrid,Automática continua,5 puertas,5,122 cv,Rojo,76 gr/m,Híbrido,SÍ,Profesional,Stationwagon,144 cm,465 cm,179 cm,598 l,180 km/h,"3,2 l","3,5 l","3,3 l",1.365 kg,0 l,"11,1 s"
Renault Clio Grand Tour 1.5dci Authentique 90,5.500€,2011,110.000 km,90 cv en Illes Balears,Manual,5 puertas,5,90 cv,Blanco,106 gr/m,Diesel,SÍ,Profesional,Stationwagon,151 cm,423 cm,172 cm,439 l,0 km/h,"4,9 l","3,5 l","4,0 l",1.195 kg,55 l,"0,0 s"
Seat Ibiza St 1.6tdi Cr Reference,8.250€,2014,72.500 km,90 cv en Illes Balears,Manual,5 puertas,5,90 cv,Azul,109 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,424 cm,169 cm,430 l,178 km/h,"5,1 l","3,6 l","4,2 l",1.225 kg,45 l,"12,2 s"
Seat León St 1.5 Ecotsi S&s Xcellence 150,24.600€,2020,2.000 km,150 cv en Illes Balears,Manual,5 puertas,5,150 cv,Azul,110 gr/m,Gasolina,SÍ,Profesional,Stationwagon,145 cm,455 cm,182 cm,587 l,215 km/h,"6,1 l","4,1 l","4,8 l",1.275 kg,50 l,"8,2 s"
Skoda Octavia Combi 1.0 Tsi Like,15.480€,07/2018,17.721 km,115 cv en Madrid,Manual,5 puertas,5,115 cv,Azul,109 gr/m,Gasolina,SÍ,Profesional,Stationwagon,147 cm,467 cm,181 cm,610 l,201 km/h,"5,9 l","4,2 l","4,8 l",1.247 kg,50 l,"10,1 s"
Toyota Avensis Ts 150d Executive,10.300€,2016,166.000 km,143 cv en Girona,Manual,5 puertas,5,143 cv,Negro,124 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,482 cm,181 cm,543 l,200 km/h,"5,7 l","4,0 l","4,8 l",1.609 kg,60 l,"9,8 s"
Seat León St 2.0tdi Cr S&s Style Dsg6,11.900€,2016,155.000 km,150 cv en Ourense,Automática secuencial,5 puertas,5,150 cv,Blanco,115 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,454 cm,182 cm,587 l,211 km/h,"5,1 l","4,0 l","4,4 l",1.380 kg,50 l,"6,2 s"
Seat León St 1.6tdi Cr S&s Style 110,10.000€,2016,87.000 km,110 cv en Sevilla,Manual,5 puertas,5,110 cv,Blanco,105 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,454 cm,182 cm,587 l,194 km/h,"4,7 l","3,8 l","4,1 l",1.305 kg,50 l,"10,9 s"
Renault Clio St 1.5dci Ecoleader En. Dynamique 90,7.350€,2016,92.350 km,90 cv en Toledo,Manual,5 puertas,5,90 cv,Blanco,85 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,427 cm,173 cm,443 l,180 km/h,"3,5 l","3,1 l","3,3 l",1.185 kg,45 l,"12,0 s"
Audi A4 Avant 2.0tdi S Line Edition 110kw,23.500€,2017,100.800 km,150 cv en Zamora,Manual,5 puertas,5,150 cv,Azul,111 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,473 cm,184 cm,505 l,215 km/h,"4,8 l","3,6 l","4,0 l",1.550 kg,40 l,"9,2 s"
Seat León St 2.0tdi Cr S&s Fr Dsg 150,12.990€,2017,178.000 km,150 cv en Madrid,Automática secuencial,5 puertas,5,150 cv,Blanco,117 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,455 cm,182 cm,587 l,211 km/h,"5,2 l","4,1 l","4,5 l",1.388 kg,50 l,"8,6 s"
Renault Laguna G.t. 2.0dci Energy Limited 130,8.800€,2014,145.000 km,130 cv en Badajoz,Manual,5 puertas,5,130 cv,Gris,120 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,480 cm,181 cm,508 l,202 km/h,"5,5 l","4,1 l","4,6 l",1.430 kg,66 l,"11,0 s"
Skoda Octavia Combi 1.5 Tgi Cng Style Dsg,18.990€,2020,9.999 km,130 cv en Murcia,Automática secuencial,5 puertas,5,130 cv,Blanco,96 gr/m,Gasolina,SÍ,Profesional,Stationwagon,147 cm,467 cm,181 cm,610 l,202 km/h,"5,0 l","3,2 l","3,8 l",1.389 kg,50 l,"11,0 s"
Renault Mégane S.t. 1.5dci En. Gt Style S&s 110,9.500€,2016,110.000 km,110 cv en Badajoz,Manual,5 puertas,5,110 cv,Blanco,93 gr/m,Diesel,SÍ,Profesional,Stationwagon,151 cm,456 cm,180 cm,524 l,190 km/h,"3,9 l","3,2 l","3,5 l",1.308 kg,60 l,"12,4 s"
Volkswagen Passat Variant 2.0tdi Sport 110kw,16.990€,2016,110.000 km,150 cv en Madrid,Manual,5 puertas,5,150 cv,Azul,114 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,477 cm,183 cm,650 l,218 km/h,"4,9 l","3,8 l","4,3 l",1.505 kg,66 l,"8,9 s"
Renault Mégane S.t. 1.5dci En. Business S&s 110,10.500€,2016,150.000 km,110 cv en Badajoz,Manual,5 puertas,5,110 cv,Azul,93 gr/m,Diesel,SÍ,Profesional,Stationwagon,151 cm,456 cm,180 cm,524 l,190 km/h,"3,9 l","3,2 l","3,5 l",1.308 kg,60 l,"12,4 s"
Volkswagen Golf Variant 1.6tdi Business Edition Dsg7,8.990€,2017,189.000 km,115 cv en Madrid,Automática secuencial,5 puertas,5,115 cv,Azul,108 gr/m,Diesel,SÍ,Profesional,Stationwagon,152 cm,457 cm,180 cm,605 l,200 km/h,"4,3 l","3,9 l","4,1 l",1.395 kg,50 l,"10,7 s"
Volkswagen Golf Variant 1.6tdi Cr Bmt Advance 105,8.800€,2014,89.063 km,"105 cv en Coruña, A",Manual,5 puertas,5,105 cv,Azul,102 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,456 cm,180 cm,605 l,193 km/h,"4,9 l","3,3 l","3,9 l",1.395 kg,50 l,"11,2 s"
Bmw Serie 5 520da Touring,15.500€,2015,133.000 km,190 cv en Sevilla,Automática secuencial,5 puertas,5,190 cv,Gris,118 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,491 cm,186 cm,560 l,226 km/h,"5,2 l","4,1 l","4,5 l",1.735 kg,70 l,"8,0 s"
Peugeot 308 Sw 1.6 Bluehdi Style 120,12.500€,2017,38.435 km,120 cv en Malaga,Manual,5 puertas,5,120 cv,Gris,96 gr/m,Diesel,SÍ,Profesional,Stationwagon,146 cm,459 cm,180 cm,610 l,194 km/h,"4,4 l","3,2 l","3,7 l",1.370 kg,53 l,"10,1 s"
Audi A4 Avant 2.0tdi 110kw,15.900€,2016,120.000 km,150 cv,Manual,5 puertas,5,150 cv,Rojo,104 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,473 cm,184 cm,505 l,215 km/h,"4,8 l","3,6 l","4,0 l",1.550 kg,40 l,"9,2 s"
Mini Mini Clubman Cooper D,7.900€,06/2014,143.902 km,112 cv,Manual,4 puertas,4,112 cv,Blanco,103 gr/m,Diesel,SÍ,Profesional,Stationwagon,143 cm,396 cm,168 cm,260 l,197 km/h,"4,4 l","3,6 l","3,9 l",1.185 kg,40 l,"10,2 s"
Opel Astra St 1.2t S-s Elegance 145,13.290€,12/2019,6.816 km,145 cv,Manual,5 puertas,5,145 cv,Azul,102 gr/m,Gasolina,SÍ,Profesional,Stationwagon,150 cm,470 cm,181 cm,540 l,220 km/h,"5,5 l","3,9 l","4,5 l",1.280 kg,48 l,"9,6 s"
Peugeot 307 Sw 1.6,1.950€,01/2003,146.078 km,110 cv,Manual,5 puertas,7,110 cv,Verde,0 gr/m,Gasolina,SÍ,Profesional,Stationwagon,154 cm,442 cm,175 cm,0 l,0 km/h,"9,9 l","6,3 l","7,7 l",1.324 kg,60 l,"11,9 s"
Audi A4 Avant 40 Tdi S Line Quattro S Tronic 140kw,27.900€,2019,29.065 km,190 cv en Madrid,Automática secuencial,5 puertas,5,190 cv,Negro,131 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,476 cm,185 cm,495 l,210 km/h,"5,7 l","4,6 l","5,0 l",1.700 kg,54 l,"7,6 s"
Toyota Auris Touring Sports 120d Active,7.590€,08/2013,133.932 km,124 cv,Manual,5 puertas,5,124 cv,Marrón,115 gr/m,Diesel,SÍ,Profesional,Stationwagon,148 cm,456 cm,176 cm,530 l,195 km/h,"5,7 l","3,5 l","4,4 l",1.345 kg,50 l,"0,0 s"
Mazda Mazda6 Wagon 2.0crtd Active,8.890€,2008,125.000 km,140 cv en Barcelona,Manual,5 puertas,5,140 cv,Negro,149 gr/m,Diesel,SÍ,Profesional,Stationwagon,149 cm,477 cm,180 cm,0 l,0 km/h,"7,4 l","4,5 l","5,7 l",1.345 kg,64 l,"0,0 s"
Honda Accord Tourer 2.2i-dtec Elegance,9.750€,2013,157.258 km,150 cv en Valencia,Manual,5 puertas,5,150 cv,Gris,143 gr/m,Diesel,No,Particular,Stationwagon,147 cm,475 cm,184 cm,475 l,207 km/h,"6,9 l","4,6 l","5,5 l",1.598 kg,65 l,"10,0 s"
Renault Laguna Grand Tour 1.9dci Expression,1.350€,12/2003,152.715 km,120 cv,Manual,5 puertas,5,120 cv,Gris,0 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,470 cm,177 cm,0 l,200 km/h,"7,2 l","4,8 l","5,6 l",1.420 kg,70 l,"10,7 s"
Audi A4 Avant 2.0tdi Dpf 143,9.490€,2010,113.000 km,143 cv en Barcelona,Manual,5 puertas,5,143 cv,Negro,135 gr/m,Diesel,SÍ,Profesional,Stationwagon,144 cm,470 cm,183 cm,490 l,208 km/h,"7,0 l","4,5 l","5,4 l",1.595 kg,65 l,"9,7 s"
Renault Laguna G.tour 1.5dci Emotion,7.500€,2014,108.000 km,110 cv en Sevilla,Manual,5 puertas,5,110 cv,Gris,112 gr/m,Diesel,SÍ,Profesional,Stationwagon,145 cm,480 cm,181 cm,508 l,188 km/h,"5,0 l","3,9 l","4,3 l",1.320 kg,66 l,"12,1 s"
