title,price,year,kms,city,gear,doors,seats,power,color,co2_emiss,fuel_type,warranty,dealer,chassis,height,length,width,trunk_vol,max_speed,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
Kia Optima 1.7crdi Eco-dynamics Business Dct,12.490€,03/2018,120.000 km,141 cv en Ciudad Real,Automática secuencial,4 puertas,5,141 cv,Azul,116 gr/m,Diesel,SÍ,Profesional,Berlina,147 cm,486 cm,186 cm,510 l,203 km/h,"5,1 l","4,1 l","4,4 l",1.530 kg,70 l,"11,0 s"
Bmw Serie 5 525i,4.800€,2004,227.000 km,192 cv en Zaragoza,Manual,4 puertas,5,192 cv,Negro,0 gr/m,Gasolina,No,Particular,Berlina,147 cm,484 cm,185 cm,0 l,0 km/h,"13,6 l","7,0 l","9,4 l",1.425 kg,70 l,"7,9 s"
Bmw Serie 7 735il,3.600€,2002,205.000 km,272 cv en Barcelona,Automática secuencial,4 puertas,5,272 cv,Negro,0 gr/m,Gasolina,No,Particular,Berlina,149 cm,517 cm,190 cm,0 l,0 km/h,"15,0 l","8,2 l","10,7 l",1.965 kg,88 l,"7,5 s"
Volvo S90 D4 Momentum Aut. 190,26.000€,11/2018,105.302 km,190 cv en Guipuzcoa,Automática secuencial,4 puertas,5,190 cv,Azul,116 gr/m,Diesel,SÍ,Profesional,Berlina,144 cm,496 cm,189 cm,500 l,230 km/h,"5,3 l","3,9 l","4,4 l",1.683 kg,55 l,"8,2 s"
Bmw Serie 3 318d Essential Edition,17.900€,2015,102.000 km,143 cv en Burgos,Manual,4 puertas,5,143 cv,Negro,118 gr/m,Diesel,No,Particular,Berlina,143 cm,462 cm,181 cm,480 l,212 km/h,"5,5 l","3,8 l","4,4 l",1.410 kg,57 l,"9,0 s"
Mercedes 200-500 230e,1.500€,1991,188.700 km,132 cv en Madrid,Automática,4 puertas,5,132 cv,Azul metalizado,0 gr/m,Gasolina,No,Particular,Berlina,145 cm,474 cm,174 cm,0 l,0 km/h,"0,0 l","0,0 l","0,0 l",1.310 kg,0 l,"10,6 s"
Renault Talisman 1.6dci Energy Intens 96kw,14.490€,09/2016,99.000 km,130 cv en Ciudad Real,Manual,4 puertas,5,130 cv,Blanco,102 gr/m,Diesel,SÍ,Profesional,Berlina,146 cm,485 cm,187 cm,608 l,205 km/h,"4,5 l","3,5 l","3,9 l",1.430 kg,52 l,"10,4 s"
Lexus Is Is 220d Luxury Cambio 2.4,7.999€,2008,192.200 km,177 cv en Girona,Manual,4 puertas,5,177 cv,Negro,168 gr/m,Diesel,SÍ,Profesional,Berlina,144 cm,458 cm,180 cm,378 l,215 km/h,"7,9 l","5,4 l","6,3 l",1.585 kg,65 l,"8,9 s"
Bmw Serie 3 320d Efficientdynamics Edition Modern,15.600€,2014,82.000 km,163 cv en Caceres,Automática,4 puertas,5,163 cv,Blanco perla metalizado,109 gr/m,Diesel,No,Particular,Berlina,142 cm,462 cm,181 cm,480 l,230 km/h,"5,2 l","3,5 l","4,1 l",1.415 kg,57 l,"8,0 s"
Hyundai Sonata 2.4 Style,3.700€,2008,147.747 km,161 cv en Madrid,Manual,4 puertas,5,161 cv,Azul,198 gr/m,Gasolina,No,Particular,Berlina,148 cm,480 cm,183 cm,523 l,212 km/h,"11,8 l","6,5 l","8,5 l",1.463 kg,70 l,"8,9 s"
Audi A4 35 Tfsi S Line S Tronic 110kw,30.500€,01/2020,6.862 km,150 cv en Granada,Automática secuencial,4 puertas,5,150 cv,Blanco,128 gr/m,Gasolina,SÍ,Profesional,Berlina,143 cm,476 cm,185 cm,460 l,210 km/h,"7,1 l","4,6 l","5,5 l",1.515 kg,54 l,"8,9 s"
