title,price,contract_months,km_year,fuel_type,color,warranty,maintenance,tires,power,co2_emiss,doors,gear,status,chassis,height,length,width,trunk_vol,max_speed,seats,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
TOYOTA Yaris,295,60,20.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,291,48,20.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,303,36,20.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,276,60,15.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,276,48,15.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,293,36,15.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,267,60,10.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,255,48,10.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,269,36,10.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
VOLKSWAGEN T-Roc,374,48,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"157,3 cm","423,4 cm","181,9 cm",445 l,205 km/h,5,"6,6 l","4,7 l","5,3 l",1.330 kg,50 l,"8,0 s"
VOLKSWAGEN T-Roc,383,60,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"157,3 cm","423,4 cm","181,9 cm",445 l,205 km/h,5,"6,6 l","4,7 l","5,3 l",1.330 kg,50 l,"8,0 s"
VOLKSWAGEN T-Roc,379,36,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"157,3 cm","423,4 cm","181,9 cm",445 l,205 km/h,5,"6,6 l","4,7 l","5,3 l",1.330 kg,50 l,"8,0 s"
VOLKSWAGEN Polo,300,36,40.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
VOLKSWAGEN Polo,429,24,60.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
VOLKSWAGEN Polo,394,24,55.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
VOLKSWAGEN Polo,374,24,50.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
VOLKSWAGEN Polo,335,24,45.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
VOLKSWAGEN Polo,324,24,40.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
VOLKSWAGEN Polo,293,24,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),104 Co gr/km,5,Manual,Nuevo,Berlina,"146,1 cm","405,3 cm","175,1 cm",355 l,187 km/h,5,"5,5 l","4,0 l","4,6 l",1.145 kg,40 l,"10,0 s"
TOYOTA Yaris,317,60,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,355,48,50.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,340,48,45.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,325,48,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,424,36,60.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,398,36,55.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,376,36,50.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,343,36,45.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,335,36,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,488,24,60.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,449,24,55.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,425,24,50.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA Yaris,380,24,45.000,Híbrido,Consultar,Incluido,Incluido,Incluido,116cv(85Kw),64 Co gr/km,5,Automática continua,Nuevo,Berlina,"150,0 cm","394,0 cm","174,5 cm",270 l,175 km/h,5,"0,0 l","0,0 l","2,8 l",1.065 kg,36 l,"10,0 s"
TOYOTA RAV-4,512,60,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,504,60,35.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,486,60,30.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,470,60,25.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,452,60,20.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,431,60,15.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,425,60,10.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,577,48,50.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,555,48,45.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,532,48,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,510,48,35.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,495,48,30.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,473,48,25.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,453,48,20.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,434,48,15.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,418,48,10.000,Híbrido,Consultar,Incluido,Incluido,No incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,712,36,60.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,669,36,55.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,631,36,50.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,572,36,45.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,561,36,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,533,36,35.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,511,36,30.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,488,36,25.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,478,36,20.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,454,36,15.000,Híbrido,Consultar,Incluido,Incluido,No incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,445,36,10.000,Híbrido,Consultar,Incluido,Incluido,No incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,847,24,60.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,782,24,55.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,742,24,50.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,658,24,45.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,640,24,40.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,615,24,35.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,604,24,30.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,585,24,25.000,Híbrido,Consultar,Incluido,Incluido,Incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,561,24,20.000,Híbrido,Consultar,Incluido,Incluido,No incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,551,24,15.000,Híbrido,Consultar,Incluido,Incluido,No incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
TOYOTA RAV-4,541,24,10.000,Híbrido,Consultar,Incluido,Incluido,No incluido,218cv(160Kw),105 Co gr/km,5,Automática continua,Nuevo,Todo Terreno,"168,5 cm","460,0 cm","185,5 cm",580 l,180 km/h,5,"4,7 l","4,7 l","4,6 l",1.645 kg,0 l,"8,0 s"
RENAULT Clio,238,60,15.000,Diesel,BLANCO,Incluido,Incluido,Incluido,85cv(63Kw),94 Co gr/km,5,Manual,Nuevo,Berlina,"144,0 cm","405,0 cm","179,8 cm",315 l,178 km/h,5,"4,3 l","3,2 l","3,6 l",1.189 kg,39 l,"14,0 s"
PEUGEOT 3008,429,60,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,416,60,35.000,Diesel,NEGRO,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,402,60,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,385,60,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,370,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,355,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,349,60,10.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,475,48,50.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,448,48,45.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,430,48,40.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,407,48,35.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,390,48,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,376,48,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,362,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,333,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,317,48,10.000,Diesel,Consultar,Incluido,Incluido,No incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
PEUGEOT 3008,562,36,60.000,Diesel,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),104 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,3 cm","444,7 cm","184,1 cm",520 l,192 km/h,5,"4,7 l","3,9 l","4,2 l",1.417 kg,53 l,"10,0 s"
