title,price,contract_months,km_year,fuel_type,color,warranty,maintenance,tires,power,co2_emiss,doors,gear,status,chassis,height,length,width,trunk_vol,max_speed,seats,urban_cons,xtrurban_cons,mixed_cons,weight,tank_vol,acceleration
VOLKSWAGEN Tiguan,457,48,20.000,Gasolina,GRIS,Incluido,Incluido,Incluido,130cv(96Kw),126 Co gr/km,5,Manual,Nuevo,Todo Terreno,"167,5 cm","450,9 cm","183,9 cm",615 l,195 km/h,5,"7,1 l","3,8 l","5,5 l",1.512 kg,58 l,"0,0 s"
VOLKSWAGEN Tiguan,473,48,25.000,Gasolina,GRIS,Incluido,Incluido,Incluido,130cv(96Kw),126 Co gr/km,5,Manual,Nuevo,Todo Terreno,"167,5 cm","450,9 cm","183,9 cm",615 l,195 km/h,5,"7,1 l","3,8 l","5,5 l",1.512 kg,58 l,"0,0 s"
VOLKSWAGEN Tiguan,500,36,20.000,Gasolina,GRIS,Incluido,Incluido,Incluido,130cv(96Kw),126 Co gr/km,5,Manual,Nuevo,Todo Terreno,"167,5 cm","450,9 cm","183,9 cm",615 l,195 km/h,5,"7,1 l","3,8 l","5,5 l",1.512 kg,58 l,"0,0 s"
VOLKSWAGEN Tiguan,516,36,25.000,Gasolina,GRIS,Incluido,Incluido,Incluido,130cv(96Kw),126 Co gr/km,5,Manual,Nuevo,Todo Terreno,"167,5 cm","450,9 cm","183,9 cm",615 l,195 km/h,5,"7,1 l","3,8 l","5,5 l",1.512 kg,58 l,"0,0 s"
JEEP Compass,611,60,30.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,583,60,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,554,60,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,521,60,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,663,48,30.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,642,48,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,605,48,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,586,48,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,749,36,30.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
JEEP Compass,709,36,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,130cv(96Kw),132 Co gr/km,5,Manual,Nuevo,Todo Terreno,"162,9 cm","439,4 cm","187,4 cm",438 l,192 km/h,5,"6,6 l","5,0 l","5,5 l",1.505 kg,55 l,"10,0 s"
AUDI A3,523,60,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,500,60,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,478,60,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,583,48,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,560,48,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,540,48,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,677,36,25.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,656,36,20.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
AUDI A3,634,36,15.000,Gasolina,Consultar,Incluido,Incluido,Incluido,150cv(110Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"142,6 cm","431,3 cm","178,5 cm",380 l,220 km/h,5,"6,4 l","4,3 l","5,0 l",1.240 kg,50 l,"8,0 s"
JAGUAR E-Pace,797,60,25.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
JAGUAR E-Pace,770,60,20.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
JAGUAR E-Pace,739,60,15.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
JAGUAR E-Pace,891,48,25.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
JAGUAR E-Pace,856,48,20.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
JAGUAR E-Pace,833,48,15.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
JAGUAR E-Pace,1010,36,25.000,Diesel,OTRO,Incluido,Incluido,Incluido,150cv(110Kw),158 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"164,9 cm","439,5 cm","198,4 cm",0 l,193 km/h,5,"6,5 l","5,1 l","6,0 l",1.768 kg,68 l,"10,0 s"
HYUNDAI Tucson,543,60,10.000,Diesel,ROJO,Incluido,Incluido,Incluido,136cv(100Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,0 cm","450,0 cm","186,5 cm",546 l,180 km/h,5,"0,0 l","0,0 l","0,0 l",1.665 kg,54 l,"11,0 s"
HYUNDAI Tucson,570,60,20.000,Diesel,ROJO,Incluido,Incluido,Incluido,136cv(100Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,0 cm","450,0 cm","186,5 cm",546 l,180 km/h,5,"0,0 l","0,0 l","0,0 l",1.665 kg,54 l,"11,0 s"
HYUNDAI Tucson,555,60,15.000,Diesel,ROJO,Incluido,Incluido,Incluido,136cv(100Kw),121 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,0 cm","450,0 cm","186,5 cm",546 l,180 km/h,5,"0,0 l","0,0 l","0,0 l",1.665 kg,54 l,"11,0 s"
DACIA Duster,353,48,30.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,339,48,25.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,312,48,20.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,300,48,15.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,374,36,30.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,344,36,25.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,331,36,20.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,339,60,30.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,320,60,25.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,300,60,20.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Duster,275,60,15.000,Diesel,GRANATE,Incluido,Incluido,Incluido,115cv(85Kw),111 Co gr/km,5,Manual,Nuevo,Todo Terreno,"169,3 cm","434,1 cm","180,4 cm",478 l,179 km/h,5,"4,6 l","3,7 l","4,0 l",1.320 kg,50 l,"10,0 s"
DACIA Sandero,269,36,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,281,36,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,294,36,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,245,48,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,257,48,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,283,48,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,270,48,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,230,60,15.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,244,60,20.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,257,60,25.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
DACIA Sandero,271,60,30.000,Diesel,Consultar,Incluido,Incluido,Incluido,95cv(70Kw),96 Co gr/km,5,Manual,Nuevo,Berlina,"151,9 cm","406,9 cm","173,3 cm",320 l,173 km/h,5,"3,7 l","3,4 l","3,5 l",1.085 kg,50 l,"11,0 s"
AUDI A1,421,36,10.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,433,36,15.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,447,36,20.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,462,36,25.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,476,36,30.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,494,36,35.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,512,36,40.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,532,36,45.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,363,48,10.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,378,48,15.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,394,48,20.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,412,48,25.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,429,48,30.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,451,48,35.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,469,48,40.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,489,48,45.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,343,60,10.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,355,60,15.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,370,60,20.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,385,60,25.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,402,60,30.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,419,60,35.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI A1,440,60,40.000,Gasolina,BLANCO,Incluido,Incluido,Incluido,116cv(85Kw),111 Co gr/km,5,Automática secuencial,Nuevo,Berlina,"141,0 cm","403,0 cm","174,0 cm",335 l,203 km/h,5,"5,8 l","4,2 l","4,8 l",1.200 kg,40 l,"9,0 s"
AUDI Q5,771,60,40.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
AUDI Q5,744,60,35.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
AUDI Q5,723,60,30.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
AUDI Q5,707,60,25.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
AUDI Q5,686,60,20.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
AUDI Q5,668,60,15.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
AUDI Q5,654,60,10.000,Diesel,NEGRO,Incluido,Incluido,Incluido,163cv(120Kw),117 Co gr/km,5,Automática secuencial,Nuevo,Todo Terreno,"165,9 cm","466,3 cm","189,3 cm",550 l,213 km/h,5,"4,8 l","4,1 l","4,4 l",1.810 kg,70 l,"9,0 s"
OPEL Combo,304,48,30.000,Diesel,BLANCO,Incluido,Incluido,Incluido,75cv(55Kw),110 Co gr/km,4,Manual,Nuevo,Furgon,"179,6 cm","440,3 cm","181,7 cm",0 l,166 km/h,2,"4,1 l","3,1 l","4,0 l",1.378 kg,50 l,"0,0 s"
OPEL Combo,288,48,25.000,Diesel,BLANCO,Incluido,Incluido,Incluido,75cv(55Kw),110 Co gr/km,4,Manual,Nuevo,Furgon,"179,6 cm","440,3 cm","181,7 cm",0 l,166 km/h,2,"4,1 l","3,1 l","4,0 l",1.378 kg,50 l,"0,0 s"
OPEL Combo,270,48,20.000,Diesel,BLANCO,Incluido,Incluido,Incluido,75cv(55Kw),110 Co gr/km,4,Manual,Nuevo,Furgon,"179,6 cm","440,3 cm","181,7 cm",0 l,166 km/h,2,"4,1 l","3,1 l","4,0 l",1.378 kg,50 l,"0,0 s"
OPEL Combo,259,48,15.000,Diesel,BLANCO,Incluido,Incluido,Incluido,75cv(55Kw),110 Co gr/km,4,Manual,Nuevo,Furgon,"179,6 cm","440,3 cm","181,7 cm",0 l,166 km/h,2,"4,1 l","3,1 l","4,0 l",1.378 kg,50 l,"0,0 s"
OPEL Combo,246,48,10.000,Diesel,BLANCO,Incluido,Incluido,Incluido,75cv(55Kw),110 Co gr/km,4,Manual,Nuevo,Furgon,"179,6 cm","440,3 cm","181,7 cm",0 l,166 km/h,2,"4,1 l","3,1 l","4,0 l",1.378 kg,50 l,"0,0 s"
