iter	R2	RMSE
145	0.9548147884	2740.708966
146	0.954952923	2736.516483
147	0.9550167872	2734.575985
148	0.9552271937	2728.173075
149	0.9553918884	2723.150723
150	0.9555710832	2717.675648
151	0.955682794	2714.256875
152	0.9558559499	2708.949122
153	0.9559810467	2705.108047
154	0.9561077985	2701.210583
155	0.9562425842	2697.059907
156	0.9563486173	2693.790165
157	0.9565156705	2688.630676
158	0.956620291	2685.39439
159	0.9567293455	2682.016791
160	0.9568627671	2677.878707
161	0.9569993868	2673.634796
162	0.9571555329	2668.776058
163	0.9572486437	2665.874553
164	0.9573292712	2663.359497
165	0.9574307907	2660.18936
166	0.9575811786	2655.486264
167	0.9577191959	2651.162692
168	0.9579016541	2645.436106
169	0.9580536932	2640.654759
170	0.9581552486	2637.456203
171	0.9582369541	2634.880012
172	0.9583383144	2631.6806
173	0.9584205187	2629.082983
174	0.95848827	2626.940141
175	0.9585791586	2624.062766
176	0.958686286	2620.667238
177	0.95875601	2618.454893
178	0.9588956411	2614.01876
179	0.9589832936	2611.230155
180	0.9591874528	2604.723396
181	0.9592373824	2603.129612
182	0.9593779416	2598.637632
183	0.9594987999	2594.769034
184	0.9595753093	2592.317032
185	0.9597543081	2586.571328
186	0.9598259465	2584.268222
187	0.9599193485	2581.262348
188	0.9599743338	2579.491168
189	0.9600474259	2577.134845
190	0.9600953488	2575.588752
191	0.9601351539	2574.303849
192	0.9602287335	2571.280586
193	0.9603222902	2568.254504
194	0.9603672042	2566.8005
195	0.960435729	2564.580549
196	0.9605375495	2561.278392
197	0.9606419083	2557.889486
198	0.9606768976	2556.752254
199	0.9607733518	2553.614645
200	0.9608926908	2549.727265
201	0.9609916283	2546.499946
202	0.9611422052	2541.580301
203	0.9612110727	2539.327086
204	0.9612973114	2536.502695
205	0.9613957147	2533.276058
206	0.9614713758	2530.792337
207	0.9615672959	2527.640069
208	0.9616890867	2523.631926
209	0.9617787179	2520.678086
210	0.9618227336	2519.22626
211	0.9619577649	2514.767117
212	0.9620974613	2510.145583
213	0.9621760362	2507.542371
214	0.9622648331	2504.597242
215	0.9623460409	2501.900787
216	0.9624022799	2500.0317
217	0.9624850355	2497.278798
218	0.9625554741	2494.933237
219	0.9626370438	2492.214255
220	0.962680549	2490.762874
221	0.9627567578	2488.218423
222	0.9628354966	2485.586761
223	0.9629309647	2482.392224
224	0.963010459	2479.729061
225	0.963070694	2477.709201
226	0.9631101374	2476.385654
227	0.9631833502	2473.927075
228	0.9632485955	2471.733996
229	0.9633234338	2469.216071
230	0.9633773384	2467.400862
231	0.9634424461	2465.206616
232	0.9635124812	2462.844126
233	0.9635668131	2461.00979
234	0.9636184972	2459.263576
235	0.9636960566	2456.640803
236	0.9638097362	2452.791511
237	0.9638747297	2450.588059
238	0.9639484701	2448.085659
239	0.9640677172	2444.033558
240	0.9641485405	2441.283302
241	0.9642108342	2439.161452
242	0.964321736	2435.379341
243	0.964371729	2433.672494
244	0.9644035179	2432.586546
245	0.9645298103	2428.267436
246	0.9645785259	2426.599343
247	0.9646470502	2424.251029
248	0.964763957	2420.239397
249	0.9648711589	2416.55493
250	0.9649303413	2414.518458
251	0.9649763339	2412.934663
252	0.9650247112	2411.267623
253	0.9650837778	2409.230678
254	0.9651311767	2407.594853
255	0.9651819337	2405.841901
256	0.965252355	2403.4077
257	0.9653074137	2401.50281
258	0.9653536355	2399.902485
259	0.9654575893	2396.299416
260	0.9655685724	2392.446723
261	0.9656467172	2389.73026
262	0.9656861076	2388.359801
263	0.9657454976	2386.292035
264	0.965836009	2383.137275
265	0.9659207629	2380.179401
266	0.9660081149	2377.127001
267	0.9660529345	2375.559321
268	0.9661544384	2372.005123
269	0.9661818739	2371.043544
270	0.9662439051	2368.867994
271	0.9663115387	2366.493674
272	0.9663478074	2365.219457
273	0.9663930428	2363.629254
274	0.9664268757	2362.439196
275	0.9664911859	2360.175453
276	0.966535572	2358.61178
277	0.9665857958	2356.841201
278	0.9666408715	2354.89804
279	0.9667030215	2352.703363
280	0.9667646553	2350.524888
281	0.9668129255	2348.817345
282	0.9668771828	2346.542338
283	0.9669279432	2344.743622
284	0.9669918787	2342.476074
285	0.9670319568	2341.053537
286	0.9670899622	2338.993155
287	0.9671198616	2337.930404
288	0.9672040188	2334.936503
289	0.967251137	2333.25859
290	0.9673042381	2331.366176
291	0.9673590502	2329.411173
292	0.9673953598	2328.115202
293	0.9674579906	2325.878067
294	0.9675301917	2323.296417
295	0.9675741634	2321.722741
296	0.9676455768	2319.164697
297	0.9677321264	2316.060681
298	0.9677619789	2314.989085
299	0.967846204	2311.963035
300	0.9679035274	2309.901248
301	0.9679510269	2308.191406
302	0.9679853217	2306.956107
303	0.9680312778	2305.29973
304	0.9680871128	2303.285687
305	0.9681338801	2301.597373
306	0.9682056236	2299.005
307	0.9682820331	2296.240811
308	0.9683301326	2294.499055
309	0.9683632718	2293.298264
310	0.9684053648	2291.772127
311	0.9684310343	2290.840944
312	0.968463732	2289.654265
313	0.968519408	2287.632225
314	0.9685855986	2285.22599
315	0.9686591423	2282.549471
316	0.9687139064	2280.554369
317	0.96875279	2279.136748
318	0.9687972698	2277.514017
319	0.9688218411	2276.617099
320	0.9688500807	2275.585842
321	0.9688889641	2274.16513
322	0.9689443346	2272.140483
323	0.9689821311	2270.757401
324	0.9690589619	2267.943341
325	0.9691165891	2265.830351
326	0.9691625581	2264.143415
327	0.9691992101	2262.797487
328	0.9692530372	2260.8194
329	0.9693078987	2258.801522
330	0.9693306873	2257.962796
331	0.9693674052	2256.610754
332	0.9694064725	2255.171309
333	0.969438981	2253.972826
334	0.9694919366	2252.019156
335	0.9695343574	2250.452918
336	0.9696071038	2247.764478
337	0.969632907	2246.810114
338	0.9696632721	2245.686503
339	0.9697129602	2243.846658
340	0.969750995	2242.43729
341	0.9697809901	2241.325208
342	0.9698294606	2239.526974
343	0.9698726003	2237.925295
344	0.9699140623	2236.384824
345	0.9699594195	2234.698414
346	0.9700055047	2232.983633
347	0.9700859196	2229.988321
348	0.9701375132	2228.064433
349	0.9702063798	2225.493853
350	0.9702264347	2224.744705
351	0.9702450662	2224.048504
352	0.9702903354	2222.356024
353	0.9703425041	2220.403996
354	0.9703873188	2218.725761
355	0.9704358282	2216.907738
356	0.9704815655	2215.192238
357	0.970513112	2214.008227
358	0.9705322548	2213.289447
359	0.9705705842	2211.849539
360	0.9705996602	2210.756625
361	0.9706215502	2209.933462
362	0.9706596421	2208.500307
363	0.9707063301	2206.742465
364	0.9707649	2204.535273
365	0.9707876917	2203.675776
366	0.9708400671	2201.699382
367	0.9708911178	2199.771266
368	0.9709340062	2198.150119
369	0.9709497239	2197.555704
370	0.9710042497	2195.492388
371	0.9710639004	2193.23292
372	0.9710975531	2191.957183
373	0.9711498843	2189.971888
374	0.9711918538	2188.378386
375	0.9712172594	2187.413219
376	0.9712724524	2185.314951
377	0.9713145214	2183.714263
378	0.9713611076	2181.940328
379	0.9713919878	2180.763659
380	0.9714233701	2179.567211
381	0.9714499717	2178.552508
382	0.9714988592	2176.686491
383	0.9715488948	2174.774997
384	0.9715887876	2173.249777
385	0.9716193219	2172.081636
386	0.9716548723	2170.72081
387	0.9717020563	2168.913338
388	0.9717349416	2167.652714
389	0.9717893607	2165.565002
390	0.9718156788	2164.554626
391	0.9718537185	2163.093408
392	0.9718946427	2161.520286
393	0.9719335286	2160.024455
394	0.9719516861	2159.325631
395	0.9720032033	2157.341669
396	0.9720525026	2155.441411
397	0.9720697131	2154.777633
398	0.9721176304	2152.928469
399	0.9721564685	2151.428508
400	0.9721823288	2150.429184
401	0.9722153621	2149.151994
402	0.972243867	2148.049277
403	0.9722874599	2146.361787
404	0.97234269	2144.221907
405	0.9723829296	2142.661489
406	0.9724169299	2141.342133
407	0.9724612538	2139.620954
408	0.9724853274	2138.68555
409	0.9725112488	2137.677892
410	0.9725616136	2135.71867
411	0.9726010422	2134.183618
412	0.9726397309	2132.676301
413	0.9726750837	2131.298016
414	0.97271666	2129.675957
415	0.9727434478	2128.630204
416	0.9727600219	2127.982919
417	0.972783545	2127.063909
418	0.9728047818	2126.23388
419	0.9728413608	2124.803452
420	0.9728697302	2123.693396
421	0.9728891417	2122.933518
422	0.9729188313	2121.770768
423	0.9729624454	2120.061528
424	0.9729827622	2119.264842
425	0.973018284	2117.871195
426	0.9730637494	2116.08609
427	0.9731017757	2114.591905
428	0.9731261769	2113.632546
429	0.9731591287	2112.336314
430	0.9731882407	2111.190469
431	0.9732174491	2110.0402
432	0.9732507156	2108.72936
433	0.9732833696	2107.441858
434	0.9733196106	2106.012004
435	0.9733811548	2103.581612
436	0.9734124191	2102.345901
437	0.9734273407	2101.755873
438	0.9734444562	2101.078892
439	0.9734691807	2100.100563
440	0.9735117912	2098.413424
441	0.9735453363	2097.084272
442	0.9735820256	2095.629568
443	0.9735986108	2094.971649
444	0.9736201784	2094.115772
445	0.9736669456	2092.25868
446	0.9736948629	2091.14932
447	0.9737261407	2089.905723
448	0.9737623029	2088.467
449	0.973787502	2087.46386
450	0.9738243102	2085.997712
451	0.9738679418	2084.258441
452	0.973891509	2083.318382
453	0.9739540261	2080.822624
454	0.973988563	2079.442583
455	0.9740207726	2078.154709
456	0.9740426619	2077.279033
457	0.9740714722	2076.125917
458	0.9741042989	2074.811266
459	0.9741576265	2072.67381
460	0.9742157191	2070.342856
461	0.9742382831	2069.436771
462	0.9742762033	2067.91315
463	0.9743151433	2066.34738
464	0.9743283303	2065.816867
465	0.9743672606	2064.249897
466	0.9743930792	2063.210027
467	0.9744359559	2061.481965
468	0.9744616963	2060.443852
469	0.9744839553	2059.54572
470	0.9745115279	2058.432651
471	0.9745393253	2057.309892
472	0.9746010409	2054.814964
473	0.9746530476	2052.710175
474	0.9746994097	2050.83201
475	0.9747542799	2048.60695
476	0.9747656612	2048.145122
477	0.9747796503	2047.577329
478	0.9748292981	2045.560944
479	0.9748492281	2044.750954
480	0.9748733282	2043.771052
481	0.9749018428	2042.611055
482	0.9749251684	2041.66166
483	0.9749426165	2040.951199
484	0.9749629345	2040.12357
485	0.9749910784	2038.976607
486	0.9750017673	2038.540826
487	0.9750272816	2037.500248
488	0.9750475848	2036.671822
489	0.9750679144	2035.841978
490	0.9750840027	2035.185024
491	0.9751003644	2034.516688
492	0.975119509	2033.734396
493	0.975134191	2033.134254
494	0.9751545092	2032.303431
495	0.9751699551	2031.671613
496	0.9751851166	2031.051239
497	0.9752028273	2030.326315
498	0.9752295902	2029.230384
499	0.9752524514	2028.293753
500	0.975269397	2027.599207
501	0.975289083	2026.792047
502	0.9753201609	2025.51714
503	0.9753388992	2024.748051
504	0.9753732037	2023.339313
505	0.9754098932	2021.831544
506	0.9754346558	2020.81328
507	0.9754526719	2020.072118
508	0.975487913	2018.621551
509	0.975501884	2018.046198
510	0.9755397051	2016.487826
511	0.9755681346	2015.315634
512	0.9755876204	2014.511809
513	0.9756210596	2013.131634
514	0.9756298473	2012.768771
515	0.9756482382	2012.00916
516	0.9756837422	2010.541907
517	0.9757024186	2009.769648
518	0.975718815	2009.091422
519	0.9757648486	2007.186044
520	0.9758012292	2005.678936
521	0.9758267284	2004.621928
522	0.9758496907	2003.6696
523	0.9758765395	2002.555513
524	0.9759020331	2001.497087
525	0.9759307095	2000.305849
526	0.9759584323	1999.153549
527	0.9759900914	1997.836823
528	0.9760077024	1997.103994
529	0.9760315103	1996.112873
530	0.9760658097	1994.68412
531	0.9760828053	1993.975786
532	0.9761128548	1992.722779
533	0.9761626083	1990.646419
534	0.9761833806	1989.778888
535	0.9761991585	1989.119689
536	0.9762330347	1987.703609
537	0.9762476682	1987.091595
538	0.9762654652	1986.347017
539	0.9762929298	1985.197426
540	0.9763170335	1984.187964
541	0.9763460637	1982.971497
542	0.9763706955	1981.938754
543	0.9764034817	1980.563285
544	0.9764220882	1979.782265
545	0.9764491639	1978.645197
546	0.976471265	1977.716558
547	0.976491911	1976.848665
548	0.9765061431	1976.25017
549	0.9765341219	1975.07306
550	0.9765652445	1973.762863
551	0.9765882667	1972.79312
552	0.9766170897	1971.578359
553	0.9766329017	1970.911635
554	0.9766628654	1969.647574
555	0.976672852	1969.226099
556	0.9767041476	1967.904702
557	0.9767257951	1966.990159
558	0.9767531531	1965.833753
559	0.9767672923	1965.235835
560	0.9767905309	1964.252722
561	0.9768175774	1963.107895
562	0.9768661859	1961.04871
563	0.9768807683	1960.430539
564	0.9768984782	1959.679527
565	0.9769231994	1958.630706
566	0.976935283	1958.117844
567	0.9769535749	1957.341229
568	0.9769654429	1956.837188
569	0.9769861322	1955.958192
570	0.9770313067	1954.037547
571	0.977046922	1953.373207
572	0.9770869938	1951.667351
573	0.9771011868	1951.062795
574	0.9771180745	1950.343215
575	0.9771487528	1949.035344
576	0.9771704045	1948.111762
577	0.9771935283	1947.124905
578	0.9772106001	1946.396007
579	0.9772260876	1945.734519
580	0.9772370853	1945.264656
581	0.9772652763	1944.059712
582	0.9772795368	1943.449905
583	0.9773045072	1942.381663
584	0.9773284994	1941.354711
585	0.9773436684	1940.705142
586	0.977361556	1939.938879
587	0.9773797454	1939.159376
588	0.9773950708	1938.502369
589	0.9774227409	1937.315569
590	0.9774518086	1936.068043
591	0.977473479	1935.137472
592	0.9775016825	1933.925682
593	0.9775383376	1932.349629
594	0.977561905	1931.335625
595	0.9775797418	1930.567829
596	0.9775960084	1929.867358
597	0.9776134386	1929.1165
598	0.9776370071	1928.100749
599	0.9776591881	1927.144305
600	0.9776752036	1926.453426
601	0.9776920665	1925.72572
602	0.97770519	1925.159195
603	0.9777246497	1924.318838
604	0.9777554099	1922.989728
605	0.977774268	1922.174437
606	0.9777862412	1921.656621
607	0.9778095763	1920.647026
608	0.9778320424	1919.674526
609	0.9778525601	1918.785936
610	0.9778625015	1918.355241
611	0.9778763777	1917.753914
612	0.9778886491	1917.221975
613	0.9779029432	1916.602173
614	0.9779211832	1915.810982
615	0.9779466162	1914.707236
616	0.9779608972	1914.087187
617	0.9779715646	1913.623901
618	0.9779926584	1912.707465
619	0.9780053602	1912.155412
620	0.9780269209	1911.217968
621	0.978061766	1909.701956
622	0.9780730598	1909.210336
623	0.978092344	1908.370598
624	0.9781081588	1907.68166
625	0.9781204097	1907.147808
626	0.9781338755	1906.56084
627	0.9781617433	1905.345523
628	0.9781906236	1904.085232
629	0.9782039069	1903.505286
630	0.9782176716	1902.904139
631	0.9782274185	1902.478349
632	0.9782464751	1901.645587
633	0.9782635574	1900.898793
634	0.9782883147	1899.815942
635	0.9783005843	1899.279062
636	0.9783251461	1898.203849
637	0.9783390827	1897.593493
638	0.97835621	1896.843131
639	0.978379139	1895.838127
640	0.9784039219	1894.751264
641	0.9784188946	1894.094328
642	0.9784337545	1893.442114
643	0.978456889	1892.42628
644	0.9784813214	1891.352859
645	0.9784943776	1890.778995
646	0.9785080107	1890.179585
647	0.9785235116	1889.497824
648	0.978549384	1888.359355
649	0.9785574454	1888.004487
650	0.9785666418	1887.599578
651	0.9785932976	1886.425445
652	0.9786091473	1885.726953
653	0.9786209461	1885.206818
654	0.9786389824	1884.411429
655	0.978652597	1883.810811
656	0.9786650504	1883.261254
657	0.9786820399	1882.511261
658	0.9786991147	1881.757203
659	0.9787086962	1881.333931
660	0.9787232281	1880.691792
661	0.9787447995	1879.738182
662	0.9787668617	1878.762376
663	0.9787931085	1877.600827
664	0.9788271524	1876.093145
665	0.9788472199	1875.203855
666	0.9788704276	1874.174886
667	0.9788905277	1873.283243
668	0.9789099798	1872.419943
669	0.9789356781	1871.278819
670	0.978959479	1870.221328
671	0.9789704322	1869.734467
672	0.9789817711	1869.23033
673	0.978994791	1868.651283
674	0.9790049634	1868.198754
675	0.9790199488	1867.531913
676	0.9790330323	1866.94951
677	0.9790462018	1866.363097
678	0.9790678391	1865.399228
679	0.979083961	1864.680726
680	0.9790983204	1864.04054
681	0.9791045146	1863.764318
682	0.9791173388	1863.192305
683	0.97913488	1862.409609
684	0.9791437831	1862.012223
685	0.9791708042	1860.805632
686	0.9791755886	1860.591908
687	0.979188032	1860.035935
688	0.9791945015	1859.746816
689	0.9792030582	1859.364346
690	0.9792137267	1858.88737
691	0.9792259545	1858.340532
692	0.9792375057	1857.823805
693	0.9792518892	1857.180179
694	0.9792797014	1855.935012
695	0.9792857991	1855.661905
696	0.9793025097	1854.913253
697	0.979320603	1854.102313
698	0.9793391262	1853.271738
699	0.9793613112	1852.276477
700	0.979382702	1851.31634
701	0.9794026508	1850.420478
702	0.9794219694	1849.552504
703	0.9794617881	1847.762189
704	0.9794827555	1846.818759
705	0.97950007	1846.03933
706	0.9795128664	1845.463074
707	0.9795332484	1844.544849
708	0.9795463373	1843.954947
709	0.9795635848	1843.177324
710	0.9795782255	1842.516977
711	0.9795918356	1841.902905
712	0.9796024226	1841.425085
713	0.9796133792	1840.930455
714	0.9796316239	1840.106516
715	0.9796459945	1839.457271
716	0.979667628	1838.479469
717	0.9796879736	1837.5594
718	0.9797096784	1836.577357
719	0.9797270296	1835.791919
720	0.9797421813	1835.105767
721	0.979760177	1834.290496
722	0.9797702705	1833.833063
723	0.9797934896	1832.78035
724	0.9798036282	1832.320492
725	0.9798151057	1831.799771
726	0.9798205628	1831.552134
727	0.9798425265	1830.555116
728	0.9798726329	1829.187583
729	0.9798918246	1828.315296
730	0.9799083241	1827.565041
731	0.9799177711	1827.135337
732	0.9799342195	1826.386921
733	0.9799474523	1825.7846
734	0.979970405	1824.739378
735	0.9799813712	1824.239788
736	0.9799977437	1823.493646
737	0.9800135943	1822.770999
738	0.9800365288	1821.724879
739	0.9800590323	1820.697833
740	0.9800744819	1819.992387
741	0.9800795603	1819.760443
742	0.9800955634	1819.029343
743	0.9801227792	1817.785316
744	0.9801485003	1816.60883
745	0.9801657118	1815.821148
746	0.9801745794	1815.415189
747	0.9801907765	1814.673454
748	0.9801971198	1814.382884
749	0.9802079439	1813.886954
750	0.9802348028	1812.655766
751	0.9802423198	1812.311042
752	0.9802558134	1811.692071
753	0.9802655136	1811.246979
754	0.9802756619	1810.781212
755	0.9802854481	1810.331946
756	0.9802948657	1809.899497
757	0.9803135945	1809.039183
758	0.980333189	1808.13866
759	0.9803510657	1807.316697
760	0.9803613414	1806.84405
761	0.9803748425	1806.222864
762	0.980387861	1805.623681
763	0.9804004448	1805.044313
764	0.9804154985	1804.350987
765	0.9804311589	1803.629433
766	0.9804376074	1803.332235
767	0.9804507021	1802.728573
768	0.9804663548	1802.006728
769	0.9804838914	1801.197656
770	0.9805058559	1800.18379
771	0.9805249446	1799.302202
772	0.9805363448	1798.775492
773	0.9805465143	1798.30551
774	0.9805627129	1797.556648
775	0.9805687799	1797.276088
776	0.9805770968	1796.891413
777	0.9805892904	1796.327285
778	0.980596134	1796.010591
779	0.9806104678	1795.347106
780	0.980623824	1794.728649
781	0.9806308228	1794.404488
782	0.9806461624	1793.693796
783	0.9806563068	1793.223649
784	0.9806747207	1792.369932
785	0.9806855442	1791.867937
786	0.9807108843	1790.692107
787	0.9807218447	1790.183282
788	0.9807395344	1789.361756
789	0.9807505582	1788.849607
790	0.9807652291	1788.167798
791	0.9807925556	1786.897136
792	0.9808096282	1786.102814
793	0.9808315106	1785.084195
794	0.9808459204	1784.413108
795	0.9808529683	1784.084782
796	0.9808709837	1783.245261
797	0.9808780135	1782.917568
798	0.9808887458	1782.41716
799	0.9809002269	1781.881689
800	0.9809078792	1781.524696
801	0.9809283373	1780.569948
802	0.9809419314	1779.935249
803	0.9809553954	1779.306399
804	0.9809694687	1778.648855
805	0.9809949972	1777.455469
806	0.9810102358	1776.742726
807	0.981017652	1776.39575
808	0.9810305188	1775.793603
809	0.98104466	1775.131578
810	0.9810523286	1774.772466
811	0.9810736977	1773.771393
812	0.9810884749	1773.0788
813	0.9811040963	1772.346343
814	0.9811235404	1771.434226
815	0.9811321912	1771.02827
816	0.9811463847	1770.362006
817	0.9811623724	1769.61122
818	0.9811768319	1768.93193
819	0.9811969321	1767.987204
820	0.9812060281	1767.559521
821	0.981219156	1766.942078
822	0.981225384	1766.649082
823	0.9812475138	1765.607591
824	0.9812563778	1765.190255
825	0.9812672019	1764.680501
826	0.9812790927	1764.120339
827	0.981289472	1763.631234
828	0.9813107174	1762.629666
829	0.9813210997	1762.14001
830	0.9813317546	1761.637357
831	0.9813424814	1761.131162
832	0.9813624037	1760.190652
833	0.9813728086	1759.699251
834	0.9813834678	1759.195693
835	0.9814007696	1758.378027
836	0.9814139034	1757.757077
837	0.9814382114	1756.607251
838	0.9814584574	1755.648994
839	0.9814763305	1754.802614
840	0.9814929766	1754.013969
841	0.9815024994	1753.562645
842	0.9815132501	1753.052988
843	0.9815217788	1752.648565
844	0.9815332274	1752.105535
845	0.9815393351	1751.815762
846	0.9815559992	1751.02492
847	0.9815671249	1750.496718
848	0.9815781584	1749.972736
849	0.9815879265	1749.508717
850	0.981602881	1748.798084
851	0.9816189017	1748.03647
852	0.9816264764	1747.676257
853	0.9816392841	1747.067021
854	0.9816543323	1746.350937
855	0.9816700039	1745.604875
856	0.9816772384	1745.260366
857	0.9816961957	1744.357282
858	0.9817065809	1743.862354
859	0.981731206	1742.688237
860	0.98173954	1742.290693
861	0.9817573291	1741.441831
862	0.9817705231	1740.811969
863	0.9817859276	1740.076288
864	0.9817993501	1739.435015
865	0.9818128771	1738.788506
866	0.9818243514	1738.239918
867	0.9818300876	1737.965602
868	0.9818437671	1737.311255
869	0.9818570353	1736.676342
870	0.9818659198	1736.25107
871	0.9818896514	1735.114606
872	0.9818964961	1734.786687
873	0.9819086257	1734.205421
874	0.9819214222	1733.591989
875	0.9819350653	1732.937735
876	0.981949819	1732.229942
877	0.9819665442	1731.427219
878	0.9819782188	1730.866678
879	0.981985643	1730.510119
880	0.9820057954	1729.541901
881	0.9820211097	1728.805764
882	0.9820345418	1728.159844
883	0.9820481612	1727.504669
884	0.9820689834	1726.502519
885	0.9820825717	1725.848214
886	0.9820937824	1725.308214
887	0.9821049547	1724.769886
888	0.9821203617	1724.027245
889	0.9821421729	1722.975363
890	0.9821515532	1722.522784
891	0.9821599536	1722.117382
892	0.9821740186	1721.438395
893	0.9821830271	1721.00337
894	0.9822001276	1720.177272
895	0.9822137018	1719.521242
896	0.9822231909	1719.06249
897	0.9822344732	1718.516894
898	0.9822465017	1717.935018
899	0.9822640321	1717.086635
900	0.9822822202	1716.20598
901	0.9822920652	1715.729102
902	0.9823046577	1715.118945
903	0.982316325	1714.553425
904	0.9823245228	1714.155966
905	0.9823373661	1713.533084
906	0.9823433866	1713.241023
907	0.9823592328	1712.472062
908	0.9823747928	1711.716655
909	0.9823925548	1710.853936
910	0.9824021503	1710.387691
911	0.9824157781	1709.725297
912	0.98242751	1709.154856
913	0.9824345231	1708.813761
914	0.9824439408	1708.355613
915	0.9824537349	1707.879022
916	0.9824676351	1707.202394
917	0.9824772238	1706.735482
918	0.9824835713	1706.426327
919	0.9824919254	1706.019355
920	0.9825011017	1705.572222
921	0.9825104258	1705.117764
922	0.9825203006	1704.636328
923	0.9825291209	1704.206194
924	0.9825343709	1703.950117
925	0.982542891	1703.534458
926	0.982560504	1702.674866
927	0.9825754827	1701.943498
928	0.9825909358	1701.188638
929	0.982598335	1700.82708
930	0.9826118072	1700.168571
931	0.9826222486	1699.658029
932	0.9826435175	1698.617592
933	0.9826482848	1698.384298
934	0.9826681103	1697.413761
935	0.982676669	1696.994609
936	0.9826853549	1696.569117
937	0.9826899604	1696.343467
